,PIID,Prepared Date,Date Signed,Contracting Office Region,Modification Number,Period of Performance Start Date,Funding Office ID,Principal Place of Performance Country Name,Vendor Name,Referenced  IDV PIID,Referenced IDV Mod Number,(Last Date To Order),Purchase Card as Payment Method Code,Purchase Card as Payment Method Description,Description of Requirement,IDV NAICS Code,IDV NAICS Description,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance Country Code,Base and Exercised Options Value,Action Obligation,Base and All Options Value (Total Contract Value),cluster id,confidence
185,19bk8020f0356,08/07/20,08/07/20,eu,p00001,6/23/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"(7,087.11)","(7,087.11)","(7,087.11)",27,0.9195644863954879
186,19bk8020f0356,8/24/20,8/24/20,eu,p00002,6/23/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,157.20,157.20,157.20,27,0.9195644863954879
187,19bl4020p0237,8/26/20,8/26/20,wh,0,8/26/20,19xhr0,bolivia,miscellaneous foreign awardees,,,,n,no,packingshipping,,,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bol,"10,644.22","10,644.22","10,644.22",150,1.0
188,19bm8020p0212,08/10/20,7/27/20,ea,0,7/27/20,19xeap,burma,miscellaneous foreign awardees,,,,n,no,pas: jefferson center fiber internet 10mbps (renewal-fy20),,,517911,telecommunications resellers,d322,it and telecom- internet,mmr,"7,736.68","7,736.68","7,736.68",151,1.0
189,19bm8020p0212,08/12/20,08/10/20,ea,p00001,7/27/20,19xeap,burma,miscellaneous foreign awardees,,,,n,no,internet service,,,517911,telecommunications resellers,d322,it and telecom- internet,mmr,"3,092.78","3,092.78","3,092.78",28,0.9195644863954879
190,19bm8020p0225,8/24/20,03/08/20,ea,0,03/08/20,19xdts,burma,miscellaneous foreign awardees,,,,n,no,rangoon-dts-po internet transport service-60mbps,,,517911,telecommunications resellers,d322,it and telecom- internet,mmr,"7,800.00","7,800.00","7,800.00",29,0.9195644855499268
191,19bm8020p0225,8/24/20,3/31/20,ea,p00001,03/08/20,19xdts,burma,miscellaneous foreign awardees,,,,n,no,rangoon-dts-po internet transport service-60mbps,,,517911,telecommunications resellers,d322,it and telecom- internet,mmr,0.00,0.00,0.00,29,0.9195644855499268
192,19bm8020p0225,8/24/20,08/12/20,ea,p00002,03/08/20,19xdts,burma,miscellaneous foreign awardees,,,,n,no,internet service,,,517911,telecommunications resellers,d322,it and telecom- internet,mmr,"2,600.00","2,600.00","2,600.00",28,0.9195644863954879
193,19bm8020p0283,8/24/20,08/06/20,ea,0,08/06/20,19x0b0,burma,export 220volt inc.,,,,n,no,cmr dishwasher,,,423620,"household appliances, electric housewares, and consumer electronics merchant wholesalers",7290,miscellaneous household and commercial furnishings and appliances,mmr,"10,628.00","10,628.00","10,628.00",152,1.0
194,19bm8020p0406,8/16/20,8/16/20,ea,0,8/16/20,19xds0,burma,miscellaneous foreign awardees,,,,n,no,lgf uniform,,,523910,miscellaneous intermediation,8305,textile fabrics,mmr,"10,392.52","10,392.52","10,392.52",153,1.0
195,19bm8020p0428,8/17/20,8/17/20,ea,0,8/17/20,19x0b0,burma,john engineering construction company limited,,,,n,no,kitchen renovationupgrading kitchen counters,,,541330,engineering services,c1fa,architect and engineering- construction: family housing facilities,mmr,"11,650.00","11,650.00","11,650.00",154,1.0
196,19bm8020p0462,8/26/20,8/26/20,ea,0,8/26/20,19xeap,burma,miscellaneous foreign awardees,,,,n,no,hp pavilion,,,423430,computer and computer peripheral equipment and software merchant wholesalers,7045,information technology supplies,mmr,"10,040.00","10,040.00","10,040.00",155,1.0
197,19bn1520f0021,8/25/20,8/25/20,af,0,8/25/20,19xaf0,benin,nsia assurances,19bn1518d0001,0,,n,no,health insurance coverage,524114.0,direct health and medical insurance carriers,524114,direct health and medical insurance carriers,g007,social- government health insurance programs,ben,"10,990.90","10,990.90","10,990.90",156,1.0
198,19bn1520p0562,08/10/20,08/10/20,af,0,08/10/20,19xaf0,benin,miscellaneous foreign awardees,,,,n,no,electrical,,,337211,wood office furniture manufacturing,5975,electrical hardware and supplies,ben,"10,154.49","10,154.49","10,154.49",157,1.0
199,19br2520p0805,8/25/20,8/25/20,wh,0,8/25/20,19x0b0,united states,major trading llc,,,,n,no,bsb-fac: ppe - insulated electrical hand tools,,,561210,facilities support services,5120,"hand tools, nonedged, nonpowered",usa,"11,250.00","11,250.00","11,250.00",158,1.0
200,19br8220p0074,1/17/20,1/17/20,wh,0,1/17/20,19xwha,brazil,miscellaneous foreign awardees,,,,n,no,transp. allowance for le staff,,,523910,miscellaneous intermediation,v999,transportation/travel/relocation- other: other,bra,"66,168.79","66,168.79","66,168.79",30,0.9195644855499268
201,19br8220p0074,8/26/20,8/26/20,wh,p00001,1/17/20,19xwha,brazil,miscellaneous foreign awardees,,,,n,no,transp. allowance for le staff,,,523910,miscellaneous intermediation,v999,transportation/travel/relocation- other: other,bra,"(37,485.98)","(37,485.98)","(37,485.98)",30,0.9195644855499268
202,19br8220p0159,4/28/20,4/28/20,wh,0,4/28/20,19xca0,brazil,miscellaneous foreign awardees,,,,n,no,rio-gso-hous drinking water for residences riovoc,,,312112,bottled water manufacturing,s114,utilities- water,bra,"10,493.04","10,493.04","10,493.04",31,0.9195644863954879
203,19br8220p0159,8/20/20,8/20/20,wh,p00001,4/28/20,19xca0,brazil,miscellaneous foreign awardees,,,,n,no,rio-gso-hous drinking water for residences riovoc,,,312112,bottled water manufacturing,s114,utilities- water,bra,0.00,0.00,0.00,31,0.9195644863954879
204,19br8220p0159,8/26/20,8/26/20,wh,p00002,4/28/20,19xca0,brazil,miscellaneous foreign awardees,,,,n,no,rio-gso-hous drinking water for residences riovoc,,,312112,bottled water manufacturing,s114,utilities- water,bra,(155.73),(155.73),(155.73),31,0.9195644863954879
205,19by7020p0527,08/05/20,08/05/20,af,0,08/05/20,19x0b0,united kingdom,sheargold limited,,,,n,no,cmr appliances refrigarator and freezer,,,541614,"process, physical distribution, and logistics consulting services",7320,kitchen equipment and appliances,gbr,"12,380.00","12,380.00","12,380.00",32,0.9195644855499268
206,19by7020p0527,8/26/20,8/26/20,af,p00001,08/05/20,19x0b0,united kingdom,sheargold limited,,,,n,no,cmr appliances refrigarator and freezer,,,541614,"process, physical distribution, and logistics consulting services",7320,kitchen equipment and appliances,gbr,"(1,380.00)","(1,380.00)","(1,380.00)",32,0.9195644855499268
207,19by7020p0585,8/13/20,8/13/20,af,0,8/13/20,19xaf0,united states,b david company inc,,,,n,no,nano water filtration system,,,339999,all other miscellaneous manufacturing,4620,"water distillation equipment, marine and industrial",usa,"10,449.90","10,449.90","10,449.90",159,1.0
208,19c01520k0110,7/28/20,05/07/20,wh,0,05/07/20,19x1nl,colombia,miscellaneous foreign awardees,,0,,n,no,miscellaneous construction materials,,,212321,construction sand and gravel mining,5680,miscellaneous construction materials,col,"9,548.05","9,548.05","9,548.05",160,1.0
209,19c01520k0142,8/14/20,8/14/20,wh,0,8/14/20,19x1nl,colombia,miscellaneous foreign awardees,,,,n,no,hardware elements,,,326299,all other rubber product manufacturing,5680,miscellaneous construction materials,col,"11,561.26","11,561.26","11,561.26",161,1.0
210,19c01520p0230,06/09/20,06/09/20,wh,0,06/09/20,19x1nl,colombia,miscellaneous foreign awardees,,,,n,no,concrete,,,327390,other concrete product manufacturing,5680,miscellaneous construction materials,col,"11,477.12","11,477.12","11,477.12",33,0.9195644855499268
211,19c01520p0230,08/12/20,08/12/20,wh,p00001,06/09/20,19x1nl,colombia,miscellaneous foreign awardees,,,,n,no,concrete,,,327390,other concrete product manufacturing,5680,miscellaneous construction materials,col,(846.44),(846.44),(846.44),33,0.9195644855499268
212,19c02019p0678,5/28/19,5/28/19,wh,0,5/28/19,19xwha,colombia,comunicacion celular s a,,,,n,no,"mpool_cellphone service_jun13,2019-jun12,2020_8.21295569",,,517919,all other telecommunications,r426,support- professional: communications,col,"13,441.52","13,441.52","13,441.52",34,0.9195644855499268
213,19c02019p0678,11/06/19,11/06/19,wh,p00001,5/28/19,19xwha,colombia,comunicacion celular s a,,,,n,no,"mpool_cellphone service_jun13,2019-jun12,2020_8.21295569",,,517919,all other telecommunications,r426,support- professional: communications,col,(234.48),(234.48),(234.48),34,0.9195644855499268
214,19c02020p0629,8/18/20,6/27/20,wh,0,5/29/20,19xwha,colombia,miscellaneous foreign awardees,,,,n,no,pr9178906: med_service for triage patients at embassy entranc...,,,921190,other general government support,h365,"inspection- medical, dental, and veterinary equipment and supplies",col,"9,268.12","9,268.12","9,268.12",162,1.0
215,19c02020p1061,8/19/20,8/19/20,wh,0,8/19/20,19xwha,colombia,miscellaneous foreign awardees,,,,n,no,pr9325250: gso/spm refinish and reupholstery furniture july 2...,,,921190,other general government support,j071,maint/repair/rebuild of equipment- furniture,col,"11,358.00","11,358.00","11,358.00",163,1.0
216,19c18020p0272,01/10/20,01/10/20,wh,0,01/10/20,19xwha,chile,addison distributing inc,,,,n,no,emergency supplies,,,312111,soft drink manufacturing,8960,"beverages, nonalcoholic",chl,"10,084.13","10,084.13","10,084.13",164,1.0
217,19ca4520p0161,8/26/20,7/31/20,wh,0,7/31/20,19xwha,canada,miscellaneous foreign awardees,,,,n,no,hotel,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",can,"9,682.89","9,682.89","9,682.89",165,1.0
218,19ca5220c0007,08/07/20,08/07/20,wh,0,09/01/20,19x0b0,canada,valley elevator company ltd,,,,n,no,bme-elevator maintenance,,,238290,other building equipment contractors,j059,maint/repair/rebuild of equipment- electrical and electronic equipment components,can,"10,651.36","10,651.36","55,305.14",166,1.0
219,19ca7720p0051,8/19/20,8/19/20,wh,0,9/15/20,19xwha,canada,miscellaneous foreign awardees,,,,n,no,option to extend service with answer plus.,,,561421,telephone answering services,d324,it and telecom- business continuity,can,"11,489.36","11,489.36","62,808.51",167,1.0
220,19cf2020p0157,08/07/20,08/07/20,af,0,08/07/20,19xaf0,congo (brazzaville),miscellaneous foreign awardees,,,,n,no,irm: embassy brazzaville desk phone services,,,813930,labor unions and similar labor organizations,b552,special studies/analysis- manpower,cog,"10,868.19","10,868.19","10,868.19",168,1.0
221,19ch5020p2863,7/31/20,7/31/20,ea,0,7/31/20,19xk00,china,miscellaneous foreign awardees,,,,n,no,beijing gso tsn working space for support staff on 8/3,,,561330,professional employer organizations (formerly employee leasing services),r499,support- professional: other,chn,"13,724.09","13,724.09","13,724.09",35,0.9195644855499268
222,19ch5020p2863,08/04/20,08/04/20,ea,p00001,7/31/20,19xk00,china,miscellaneous foreign awardees,,,,n,no,beijing gso tsn working space for support staff on 8/3,,,561330,professional employer organizations (formerly employee leasing services),r499,support- professional: other,chn,"(3,431.02)","(3,431.02)","(3,431.02)",35,0.9195644855499268
223,19ch5020p2882,8/24/20,08/04/20,ea,0,08/04/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,"beijing gso shipping-pack out for fitzmaurice, stephanie- cd",,,561330,professional employer organizations (formerly employee leasing services),v999,transportation/travel/relocation- other: other,chn,"6,403.99","6,403.99","6,403.99",36,0.9195644863954879
224,19ch5020p2882,8/24/20,8/16/20,ea,p00001,08/04/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,"beijing gso shipping-pack out for fitzmaurice, stephanie- cd",,,561330,professional employer organizations (formerly employee leasing services),v999,transportation/travel/relocation- other: other,chn,"2,381.16","2,381.16","2,381.16",36,0.9195644863954879
225,19ch5020p2882,8/24/20,8/24/20,ea,p00002,08/04/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,"beijing gso shipping-pack out for fitzmaurice, stephanie- cd",,,561330,professional employer organizations (formerly employee leasing services),v999,transportation/travel/relocation- other: other,chn,"1,339.40","1,339.40","1,339.40",36,0.9195644863954879
226,19ch5020p2956,08/10/20,08/10/20,ea,0,08/10/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,beijing/chengdu: shipping-transport: office supplies to bj-2,,,561330,professional employer organizations (formerly employee leasing services),r499,support- professional: other,chn,"10,982.71","10,982.71","10,982.71",169,1.0
227,19ch5020p2965,8/13/20,8/13/20,ea,0,8/13/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,beijing/chengdu: shipping-transport,,,921190,other general government support,v999,transportation/travel/relocation- other: other,chn,"11,905.49","11,905.49","11,905.49",37,0.9195644863954879
228,19ch5020p2965,8/17/20,8/17/20,ea,p00001,8/13/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,beijing/chengdu: shipping-transport,,,921190,other general government support,v999,transportation/travel/relocation- other: other,chn,915.77,915.77,915.77,37,0.9195644863954879
229,19ch5020p2965,8/19/20,8/19/20,ea,p00002,8/13/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,beijing/chengdu: shipping-transport,,,921190,other general government support,v999,transportation/travel/relocation- other: other,chn,"(5,706.05)","(5,706.05)","(5,706.05)",37,0.9195644863954879
230,19ch5020p3027,8/24/20,8/24/20,ea,0,8/24/20,19xhr0,china,"china way logistics co.,ltd",,,,n,no,pack/ship,,,488510,freight transportation arrangement,r706,support- management: logistics support,chn,"11,134.90","11,134.90","11,134.90",170,1.0
231,19ch5820p7017,8/28/20,10/23/19,ea,0,10/23/19,19xhr0,china,miscellaneous foreign awardees,,,,n,no,cons: alexander straus - 2 hhes pack out service,,,541614,"process, physical distribution, and logistics consulting services",r706,support- management: logistics support,chn,"7,046.00","7,046.00","7,046.00",171,1.0
232,19ch5820p7017,8/28/20,8/28/20,ea,p00001,10/23/19,19xhr0,china,miscellaneous foreign awardees,,,,n,no,door to door and door to port services for alexander straus 3 shipments,,,541614,"process, physical distribution, and logistics consulting services",r706,support- management: logistics support,chn,"3,719.38","3,719.38","3,719.38",172,1.0
233,19ch5920p8220,8/27/20,8/27/20,ea,0,8/27/20,19xeap,china,miscellaneous foreign awardees,,,,n,no,dps,,,488210,support activities for rail transportation,v301,transportation/travel/relocation- relocation: relocation,chn,"10,365.40","10,365.40","10,365.40",173,1.0
234,19cm8020f0115,03/03/20,03/03/20,af,0,03/03/20,19xaf0,cameroon,libya oil cameroon,19cm8018d0001,0,,n,no,gasoline for govs,454310.0,fuel dealers,454310,fuel dealers,6116,"fuel cell power units, components, and accessories",cmr,"10,364.95","10,364.95","10,364.95",174,1.0
235,19cm8020p0522,08/11/20,08/11/20,af,0,08/11/20,19xds0,cameroon,"premium supplies, llc",,,,n,no,shattered resistant window film,,,561621,security systems services (except locksmiths),4240,safety and rescue equipment,cmr,"11,748.00","11,748.00","11,748.00",175,1.0
236,19cs8020p0024,8/24/20,8/24/20,wh,0,8/24/20,19x1nl,costa rica,miscellaneous foreign awardees,,,,n,no,inl 1930.0 special playgrounds for municipality of cartago,,,212321,construction sand and gravel mining,7820,"games, toys, and wheeled goods",cri,"11,421.46","11,421.46","11,421.46",38,0.9195644855499268
237,19cs8020p0024,8/25/20,8/25/20,wh,p00001,8/24/20,19x1nl,costa rica,miscellaneous foreign awardees,,,,n,no,inl 1930.0 special playgrounds for municipality of cartago,,,212321,construction sand and gravel mining,7820,"games, toys, and wheeled goods",cri,(851.76),(851.76),(851.76),38,0.9195644855499268
238,19cs8020p0701,8/20/20,8/20/20,wh,0,8/20/20,19x0b0,costa rica,miscellaneous foreign awardees,,,,n,no,obc (rso-les/fac/dpo) fire system adaptation,,,922160,fire protection,j042,maint/repair/rebuild of equip- fire fighting/rescue/safety equip environ protect equip/matls,cri,"11,592.00","11,592.00","11,592.00",176,1.0
239,19cv1020p0240,08/10/20,08/10/20,af,0,08/10/20,19xaf0,cabo verde,miscellaneous foreign awardees,,,,n,no,backup vpn for 18mpbs (oct. 2020 to sep. 2021),,,517911,telecommunications resellers,d304,it and telecom- telecommunications and transmission,cpv,"11,658.97","11,658.97","11,658.97",177,1.0
240,19cy6020f0155,4/21/20,4/21/20,eu,0,4/21/20,19xeur,cyprus,petrolina (holdings) public limited,scy60017d0007,0,,n,no,gso - heating fuel to usg residenceschancery,454310.0,fuel dealers,454310,fuel dealers,9140,fuel oils,cyp,"16,894.25","16,894.25","16,894.25",39,0.9195644855499268
241,19cy6020f0155,06/01/20,06/01/20,eu,p00001,4/21/20,19xeur,cyprus,petrolina (holdings) public limited,scy60017d0007,0,,n,no,gso - heating fuel to usg residenceschancery,454310.0,fuel dealers,454310,fuel dealers,9140,fuel oils,cyp,"(12,172.21)","(12,172.21)","(12,172.21)",39,0.9195644855499268
242,19da2020f0214,08/06/20,08/06/20,eu,0,08/06/20,19xhr0,denmark,team relocations aps,19da2019d0002,p00001,,n,no,officer pack-out,488991.0,packing and crating,488991,packing and crating,v999,transportation/travel/relocation- other: other,dnk,"10,396.98","10,396.98","10,396.98",178,1.0
243,19e13020k0423,8/28/20,8/28/20,eu,0,8/28/20,19x0b0,ireland,miscellaneous foreign awardees,,,,n,no,fac cmr bat survey,,,541370,surveying and mapping (except geophysical) services,f999,other environmental services,irl,"10,588.44","10,588.44","10,588.44",179,1.0
244,19e13020p0171,8/19/20,4/21/20,eu,0,4/21/20,19xca0,ireland,miscellaneous foreign awardees,,,,n,no,"gso-make ready paint 2houses rao, 1house cons hantisch",,,238320,painting and wall covering contractors,z1fa,maintenance of family housing facilities,irl,"10,097.86","10,097.86","10,097.86",180,1.0
245,19e13020p0171,8/21/20,8/19/20,eu,p00001,4/21/20,19xeur,ireland,miscellaneous foreign awardees,,,,n,no,"mod, gso-make ready paint 2houses rao",,,238320,painting and wall covering contractors,z1fa,maintenance of family housing facilities,irl,"1,600.39","1,600.39","1,600.39",181,1.0
246,19e13020p0198,08/07/20,5/29/20,eu,0,5/29/20,19xeur,ireland,miscellaneous foreign awardees,,,,n,no,"gso stl, temp housing for jason ng (irm) on post arrival",,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",irl,"5,554.82","5,554.82","5,554.82",40,0.9195644863954879
247,19e13020p0198,8/21/20,06/10/20,eu,p00001,5/29/20,19xeur,ireland,miscellaneous foreign awardees,,,,n,no,"gso stl, temp housing for jason ng (irm) on post arrival",,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",irl,0.00,0.00,0.00,40,0.9195644863954879
248,19e13020p0198,8/21/20,08/07/20,eu,p00002,5/29/20,19xeur,ireland,miscellaneous foreign awardees,,,,n,no,"gso stl, temp housing for jason ng (irm) on post arrival",,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",irl,"5,891.70","5,891.70","5,891.70",40,0.9195644863954879
249,19ec7518p0273,04/12/18,04/12/18,wh,0,04/12/18,19xwha,ecuador,miscellaneous foreign awardees,,,,n,no,1900.0-pr7239909-transportation-storage of dcmr furniture,,,532310,general rental centers,x1gd,lease/rental of open storage facilities,ecu,"8,736.00","8,736.00","8,736.00",182,1.0
250,19er1020p0003,8/24/20,11/07/19,af,0,11/07/19,19xhr0,eritrea,miscellaneous foreign awardees,,,,n,no,gso:customs clearing for charges outbound shipment,,,423850,service establishment equipment and supplies merchant wholesalers,v111,transportation/travel/relocation- transportation: air freight,eri,"7,831.07","7,831.07","7,831.07",183,1.0
251,19es6020f0510,8/27/20,8/27/20,wh,0,8/27/20,19xhr0,el salvador,mudanzas internacionales s.a. de c.v.,ses60017d0001,0,,n,no,task order - mudisa shipping august 2020,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,slv,"10,481.43","10,481.43","10,481.43",184,1.0
252,19es6020p0452,08/11/20,08/11/20,wh,0,08/11/20,19es60,el salvador,miscellaneous foreign awardees,,,,n,no,dhs/ice-tciu extraction kit-19es6020p0452,,,511210,software publishers,7030,information technology software,slv,"11,144.51","11,144.51","11,144.51",185,1.0
253,19es6020p0631,08/11/20,08/11/20,wh,0,08/11/20,19x1nl,el salvador,"stateside procurement services, inc.",,,,n,no,duffle bag f/ jaguars unit,,,333993,packaging machinery manufacturing,8105,bags and sacks,slv,"10,240.00","10,240.00","10,240.00",186,1.0
254,19et1020p0686,4/20/20,4/20/20,af,0,4/20/20,19xaf0,ethiopia,miscellaneous foreign awardees,,,,n,no,air freight services for charge for chanh nguen hhe/uab elso,,,481112,scheduled freight air transportation,r706,support- management: logistics support,eth,"11,491.80","11,491.80","11,491.80",41,0.9195644855499268
255,19et1020p0686,8/27/20,8/27/20,af,p00001,4/20/20,19xaf0,ethiopia,miscellaneous foreign awardees,,,,n,no,air freight services for charge for chanh nguen hhe/uab elso,,,481112,scheduled freight air transportation,r706,support- management: logistics support,eth,76.84,76.84,76.84,41,0.9195644855499268
256,19et1020p0717,4/23/20,4/23/20,af,0,4/23/20,19xhr0,ethiopia,miscellaneous foreign awardees,,,,n,no,export of jessica munns hhe to dc,,,481112,scheduled freight air transportation,r706,support- management: logistics support,eth,"11,235.97","11,235.97","11,235.97",42,0.9195644855499268
257,19et1020p0717,08/07/20,08/07/20,af,p00001,4/23/20,19xaf0,ethiopia,miscellaneous foreign awardees,,,,n,no,export of jessica munns hhe to dc,,,481112,scheduled freight air transportation,r706,support- management: logistics support,eth,133.91,133.91,133.91,42,0.9195644855499268
258,19et1020p1003,08/03/20,08/03/20,af,0,08/03/20,19xaf0,united kingdom,miscellaneous foreign awardees,,,,n,no,vehicle parts,,,441110,new car dealers,2310,passenger motor vehicles,gbr,"10,906.80","10,906.80","10,906.80",187,1.0
259,19et1020p1042,08/05/20,08/05/20,af,0,08/05/20,19xaf0,ethiopia,miscellaneous foreign awardees,,,,n,no,gso: prepaid mobile scratch cards (etb 100),,,334210,telephone apparatus manufacturing,5805,telephone and telegraph equipment,eth,"10,774.03","10,774.03","10,774.03",43,0.9195644855499268
260,19et1020p1042,8/27/20,8/27/20,af,p00001,08/05/20,19xaf0,ethiopia,miscellaneous foreign awardees,,,,n,no,gso: prepaid mobile scratch cards (etb 100),,,334210,telephone apparatus manufacturing,5805,telephone and telegraph equipment,eth,0.00,0.00,0.00,43,0.9195644855499268
261,19et1020p1051,08/05/20,08/05/20,af,0,08/05/20,19xaf0,united states,"new tech solutions, inc.",,,,n,no,ipads and keyboards.,,,332510,hardware manufacturing,7035,information technology support equipment,usa,"11,806.06","11,806.06","11,806.06",188,1.0
262,19et1020p1178,8/24/20,8/24/20,af,0,8/24/20,19xaf0,united states,"new tech solutions, inc.",,,,n,no,it equiipment,,,423430,computer and computer peripheral equipment and software merchant wholesalers,7042,mini and micro computer control devices,usa,"10,186.00","10,186.00","10,186.00",189,1.0
263,19et1020p1206,8/25/20,8/25/20,af,0,8/25/20,19xaf0,ethiopia,"axiscore, llc",,,,n,no,laserjet toner cartridge,,,423430,computer and computer peripheral equipment and software merchant wholesalers,7050,information technology components,eth,"10,785.15","10,785.15","10,785.15",190,1.0
264,19et1020p1222,8/27/20,8/27/20,af,0,8/27/20,19x0b0,ethiopia,"reliable supply chains international, inc.",,,,n,no,led floodsite lighting-compound lighting,,,423690,other electronic parts and equipment merchant wholesalers,6150,miscellaneous electric power and distribution equipment,eth,"10,476.25","10,476.25","10,476.25",191,1.0
265,19fr6319p2353,7/23/20,9/23/19,eu,0,9/23/19,19xeur,france,raoult grospiron international,,0,,n,no,gso/move from villa said to bovis,,,488490,other support activities for road transportation,v112,transportation/travel/relocation- transportation: motor freight,fra,"10,452.87","10,452.87","10,452.87",192,1.0
266,19fr6320f0570,08/10/20,08/10/20,eu,0,08/10/20,19xhr0,france,team relocations,19fr6319d0011,0,,n,no,shipping service,488991.0,packing and crating,488991,packing and crating,v302,transportation/travel/relocation- relocation: travel agent,fra,"10,465.26","10,465.26","10,465.26",11,0.9099092483520508
267,19fr6320p0801,3/19/20,3/19/20,eu,0,3/19/20,19xeur,france,miscellaneous foreign awardees,,,,n,no,it-telecom- internet,,,517911,telecommunications resellers,d322,it and telecom- internet,fra,"11,275.17","11,275.17","11,275.17",193,1.0
268,19fr6320p1025,06/12/20,06/12/20,eu,0,06/12/20,19xaf0,france,leduc s editions,,,,n,no,book printing and right fees,,,323117,books printing,7610,books and pamphlets,fra,"10,237.25","10,237.25","10,237.25",194,1.0
269,19gb5020p0089,12/23/19,12/23/19,af,0,12/23/19,19xaf0,gabon,miscellaneous foreign awardees,,,,n,no,yearly insurance for embassys ofv and motocycles,,,524210,insurance agencies and brokerages,g008,social- government insurance programs: other,gab,"10,273.29","10,273.29","10,273.29",44,0.9195644855499268
270,19gb5020p0089,1/17/20,1/17/20,af,p00001,12/23/19,19xaf0,gabon,miscellaneous foreign awardees,,,,n,no,yearly insurance for embassys ofv and motocycles,,,524210,insurance agencies and brokerages,g008,social- government insurance programs: other,gab,(362.91),(362.91),(362.91),44,0.9195644855499268
271,19ge2120p1303,8/18/20,8/18/20,eu,0,8/18/20,19xeur,germany,miscellaneous foreign awardees,,,,n,no,office shredder,,,423420,office equipment merchant wholesalers,7490,miscellaneous office machines,deu,"10,841.50","10,841.50","10,841.50",195,1.0
272,19gg8020f0819,08/12/20,08/12/20,eu,0,8/13/20,19xeur,georgia,urbana ltd,19gg8018d0006,0,,n,no,fac: make ready - villa 9 - painting works,236118.0,residential remodelers,236118,residential remodelers,z2fz,repair or alteration of other residential buildings,geo,"10,061.69","10,061.69","10,061.69",196,1.0
273,19gg8020p0541,08/11/20,08/11/20,eu,0,08/11/20,19x1rm,georgia,akhali kselebi llc,,,,n,no,1019050802 secondary isp vnet internet line connection 55mbps.,,,519130,internet publishing and broadcasting and web search portals,d322,it and telecom- internet,geo,"10,749.19","10,749.19","10,749.19",197,1.0
274,19gh1020p0297,09/04/20,08/04/20,af,0,08/04/20,19xaf0,ghana,miscellaneous foreign awardees,,0,,n,no,expananble stock paint request (7904 funds) see attached,,,424950,"paint, varnish, and supplies merchant wholesalers",8010,"paints, dopes, varnishes, and related products",gha,"11,312.19","11,312.19","11,312.19",198,1.0
275,19gr1020f0102,11/08/19,11/08/19,eu,0,11/08/19,19xeur,greece,hellenic fuels and lubricants industrial and commercial s.a.,19gr1019d0007,0,,n,no,gso - duty free unleaded gasoline for x15015,324110.0,petroleum refineries,324110,petroleum refineries,9140,fuel oils,grc,"13,197.34","13,197.34","13,197.34",45,0.9195644855499268
276,19gr1020f0102,12/19/19,12/19/19,eu,p00001,11/08/19,19xeur,greece,hellenic fuels and lubricants industrial and commercial s.a.,19gr1019d0007,0,,n,no,gso - duty free unleaded gasoline for x15015,324110.0,petroleum refineries,324110,petroleum refineries,9140,fuel oils,grc,"(2,454.38)","(2,454.38)","(2,454.38)",45,0.9195644855499268
277,19gr1020f0376,2/20/20,2/20/20,eu,0,2/20/20,19xeur,greece,wind hellas telecommunications s.a.,19gr1019d0010,0,,n,no,irm - cellphone charges for march 2020,517312.0,wireless telecommunications carriers (except satellite),517312,wireless telecommunications carriers (except satellite),d399,it and telecom- other it and telecommunications,grc,"14,038.88","14,038.88","14,038.88",46,0.6645039517525055
278,19gr1020f0376,05/11/20,05/11/20,eu,p00001,2/20/20,19xeur,greece,wind hellas telecommunications s.a.,19gr1019d0010,0,,n,no,irm - cellphone charges for march 2020,517312.0,wireless telecommunications carriers (except satellite),517312,wireless telecommunications carriers (except satellite),d399,it and telecom- other it and telecommunications,grc,"(5,816.71)","(5,816.71)","(5,816.71)",46,0.6645039517525055
